qid,n_hop,instruction_type,group,run,first_recovery_step,step,correct,answer_f1,gold_answer,predicted_answer,prev_predicted_answer,prev_answer_f1
2hop__691455_64006,2,paraphrase,style,2,1,0,False,0.0,30% to 65%,half,,
2hop__691455_64006,2,paraphrase,style,2,1,1,True,1.0,30% to 65%,30% to 65%,half,0.0
2hop__691455_64006,2,paraphrase,style,2,1,2,False,0.5714285714285715,30% to 65%,Between 30% and 65%,30% to 65%,1.0
2hop__691455_64006,2,paraphrase,style,2,1,3,True,1.0,30% to 65%,30% to 65%,Between 30% and 65%,0.5714285714285715
2hop__711639_110949,2,elaborate,content,0,3,0,False,0.0,11 September 1962,1564,,
2hop__711639_110949,2,elaborate,content,0,3,1,False,0.0,11 September 1962,"The context mentions multiple individuals named Sarah, including Roza Eskenazi (born sometime between 1895 and 1897), Mauro Scocco (not a performer named Sarah), and others. The most relevant ""Sarah performer"" appears to be Roza Eskenazi, who was born sometime between 1895",1564,0.0
2hop__711639_110949,2,elaborate,content,0,3,2,False,0.0,11 September 1962,1912,"The context mentions multiple individuals named Sarah, including Roza Eskenazi (born sometime between 1895 and 1897), Mauro Scocco (not a performer named Sarah), and others. The most relevant ""Sarah performer"" appears to be Roza Eskenazi, who was born sometime between 1895",0.0
2hop__711639_110949,2,elaborate,content,0,3,3,True,1.0,11 September 1962,11 September 1962,1912,0.0
2hop__711639_110949,2,paraphrase,style,0,2,0,False,0.0,11 September 1962,1564,,
2hop__711639_110949,2,paraphrase,style,0,2,1,False,0.0,11 September 1962,1935,1564,0.0
2hop__711639_110949,2,paraphrase,style,0,2,2,True,1.0,11 September 1962,"September 11, 1962",1935,0.0
2hop__711639_110949,2,paraphrase,style,0,2,3,True,1.0,11 September 1962,"September 11, 1962","September 11, 1962",1.0
2hop__711639_110949,2,paraphrase,style,1,1,0,False,0.0,11 September 1962,1564,,
2hop__711639_110949,2,paraphrase,style,1,1,1,True,1.0,11 September 1962,11 September 1962,1564,0.0
2hop__711639_110949,2,paraphrase,style,1,1,2,True,1.0,11 September 1962,11 September 1962,11 September 1962,1.0
2hop__711639_110949,2,paraphrase,style,1,1,3,True,1.0,11 September 1962,11 September 1962,11 September 1962,1.0
2hop__75207_46837,2,shorten,content,0,1,0,False,0.0,June,February,,
2hop__75207_46837,2,shorten,content,0,1,1,True,1.0,June,June,February,0.0
2hop__75207_46837,2,shorten,content,0,1,2,False,0.0,June,Boston,June,1.0
2hop__75207_46837,2,shorten,content,0,1,3,False,0.0,June,Boston,Boston,0.0
2hop__82910_75184,2,elaborate,content,1,1,0,False,0.0,Claudia Wells,Elisabeth Shue,,
2hop__82910_75184,2,elaborate,content,1,1,1,True,1.0,Claudia Wells,Claudia Wells,Elisabeth Shue,0.0
2hop__82910_75184,2,elaborate,content,1,1,2,True,1.0,Claudia Wells,Claudia Wells,Claudia Wells,1.0
2hop__82910_75184,2,elaborate,content,1,1,3,False,0.0,Claudia Wells,Elisabeth Shue,Claudia Wells,1.0
2hop__82910_75184,2,formality,style,1,3,0,False,0.0,Claudia Wells,Elisabeth Shue,,
2hop__82910_75184,2,formality,style,1,3,1,False,0.0,Claudia Wells,Lea Thompson,Elisabeth Shue,0.0
2hop__82910_75184,2,formality,style,1,3,2,False,0.0,Claudia Wells,Crista Flanagan,Lea Thompson,0.0
2hop__82910_75184,2,formality,style,1,3,3,True,1.0,Claudia Wells,Claudia Wells,Crista Flanagan,0.0
2hop__82910_75184,2,formality,style,2,3,0,False,0.0,Claudia Wells,Elisabeth Shue,,
2hop__82910_75184,2,formality,style,2,3,1,False,0.0,Claudia Wells,Elisabeth Shue,Elisabeth Shue,0.0
2hop__82910_75184,2,formality,style,2,3,2,False,0.0,Claudia Wells,Elisabeth Shue,Elisabeth Shue,0.0
2hop__82910_75184,2,formality,style,2,3,3,True,1.0,Claudia Wells,Claudia Wells,Elisabeth Shue,0.0
2hop__82910_75184,2,paraphrase,style,0,3,0,False,0.0,Claudia Wells,Elisabeth Shue,,
2hop__82910_75184,2,paraphrase,style,0,3,1,False,0.0,Claudia Wells,Lea Thompson,Elisabeth Shue,0.0
2hop__82910_75184,2,paraphrase,style,0,3,2,False,0.0,Claudia Wells,Lea Thompson,Lea Thompson,0.0
2hop__82910_75184,2,paraphrase,style,0,3,3,True,1.0,Claudia Wells,Claudia Wells,Lea Thompson,0.0
2hop__82910_75184,2,paraphrase,style,1,1,0,False,0.0,Claudia Wells,Elisabeth Shue,,
2hop__82910_75184,2,paraphrase,style,1,1,1,True,1.0,Claudia Wells,Claudia Wells,Elisabeth Shue,0.0
2hop__82910_75184,2,paraphrase,style,1,1,2,False,0.0,Claudia Wells,Crispin Glover,Claudia Wells,1.0
2hop__82910_75184,2,paraphrase,style,1,1,3,False,0.0,Claudia Wells,Jean Simmons,Crispin Glover,0.0
2hop__82910_75184,2,paraphrase,style,2,2,0,False,0.0,Claudia Wells,Elisabeth Shue,,
2hop__82910_75184,2,paraphrase,style,2,2,1,False,0.0,Claudia Wells,Lea Thompson,Elisabeth Shue,0.0
2hop__82910_75184,2,paraphrase,style,2,2,2,True,1.0,Claudia Wells,Claudia Wells,Lea Thompson,0.0
2hop__82910_75184,2,paraphrase,style,2,2,3,False,0.0,Claudia Wells,Lea Thompson,Claudia Wells,1.0
2hop__82910_75184,2,shorten,content,0,1,0,False,0.0,Claudia Wells,Elisabeth Shue,,
2hop__82910_75184,2,shorten,content,0,1,1,True,1.0,Claudia Wells,Claudia Wells,Elisabeth Shue,0.0
2hop__82910_75184,2,shorten,content,0,1,2,False,0.0,Claudia Wells,Lea Thompson,Claudia Wells,1.0
2hop__82910_75184,2,shorten,content,0,1,3,True,1.0,Claudia Wells,Claudia Wells,Lea Thompson,0.0
2hop__87053_319330,2,elaborate,content,2,1,0,False,0.0,Jessie Woodrow Wilson,Esther Cleveland,,
2hop__87053_319330,2,elaborate,content,2,1,1,True,1.0,Jessie Woodrow Wilson,Jessie Woodrow Wilson Sayre,Esther Cleveland,0.0
2hop__87053_319330,2,elaborate,content,2,1,2,True,1.0,Jessie Woodrow Wilson,Jessie Woodrow Wilson Sayre,Jessie Woodrow Wilson Sayre,1.0
2hop__87053_319330,2,elaborate,content,2,1,3,True,1.0,Jessie Woodrow Wilson,Jessie Woodrow Wilson Sayre,Jessie Woodrow Wilson Sayre,1.0
2hop__87053_319330,2,formality,style,0,1,0,False,0.0,Jessie Woodrow Wilson,Esther Cleveland,,
2hop__87053_319330,2,formality,style,0,1,1,True,1.0,Jessie Woodrow Wilson,Jessie Woodrow Wilson Sayre,Esther Cleveland,0.0
2hop__87053_319330,2,formality,style,0,1,2,False,0.0,Jessie Woodrow Wilson,David Gardiner Tyler,Jessie Woodrow Wilson Sayre,1.0
2hop__87053_319330,2,formality,style,0,1,3,False,0.0,Jessie Woodrow Wilson,,David Gardiner Tyler,0.0
2hop__87053_319330,2,formality,style,2,2,0,False,0.0,Jessie Woodrow Wilson,Esther Cleveland,,
2hop__87053_319330,2,formality,style,2,2,1,False,0.0,Jessie Woodrow Wilson,Esther Cleveland,Esther Cleveland,0.0
2hop__87053_319330,2,formality,style,2,2,2,True,1.0,Jessie Woodrow Wilson,Jessie Woodrow Wilson Sayre,Esther Cleveland,0.0
2hop__87053_319330,2,formality,style,2,2,3,True,1.0,Jessie Woodrow Wilson,Jessie Woodrow Wilson Sayre,Jessie Woodrow Wilson Sayre,1.0
2hop__87053_319330,2,paraphrase,style,0,1,0,False,0.0,Jessie Woodrow Wilson,Esther Cleveland,,
2hop__87053_319330,2,paraphrase,style,0,1,1,True,1.0,Jessie Woodrow Wilson,Jessie Woodrow Wilson Sayre,Esther Cleveland,0.0
2hop__87053_319330,2,paraphrase,style,0,1,2,True,1.0,Jessie Woodrow Wilson,Jessie Woodrow Wilson Sayre,Jessie Woodrow Wilson Sayre,1.0
2hop__87053_319330,2,paraphrase,style,0,1,3,True,1.0,Jessie Woodrow Wilson,Jessie Woodrow Wilson Sayre,Jessie Woodrow Wilson Sayre,1.0
2hop__87053_319330,2,paraphrase,style,1,1,0,False,0.0,Jessie Woodrow Wilson,Esther Cleveland,,
2hop__87053_319330,2,paraphrase,style,1,1,1,True,1.0,Jessie Woodrow Wilson,Jessie Woodrow Wilson Sayre,Esther Cleveland,0.0
2hop__87053_319330,2,paraphrase,style,1,1,2,False,0.0,Jessie Woodrow Wilson,David Gardiner Tyler,Jessie Woodrow Wilson Sayre,1.0
2hop__87053_319330,2,paraphrase,style,1,1,3,False,0.0,Jessie Woodrow Wilson,David Gardiner Tyler,David Gardiner Tyler,0.0
2hop__87053_319330,2,shorten,content,2,1,0,False,0.0,Jessie Woodrow Wilson,Esther Cleveland,,
2hop__87053_319330,2,shorten,content,2,1,1,True,1.0,Jessie Woodrow Wilson,Jessie Woodrow Wilson Sayre,Esther Cleveland,0.0
2hop__87053_319330,2,shorten,content,2,1,2,False,0.0,Jessie Woodrow Wilson,David Gardiner Tyler,Jessie Woodrow Wilson Sayre,1.0
2hop__87053_319330,2,shorten,content,2,1,3,False,0.0,Jessie Woodrow Wilson,David Gardiner Tyler,David Gardiner Tyler,0.0
2hop__88406_83289,2,elaborate,content,0,1,0,False,0.0,Matt Bennett,Max Landis,,
2hop__88406_83289,2,elaborate,content,0,1,1,True,1.0,Matt Bennett,Matt Bennett,Max Landis,0.0
2hop__88406_83289,2,elaborate,content,0,1,2,True,1.0,Matt Bennett,Matt Bennett,Matt Bennett,1.0
2hop__88406_83289,2,elaborate,content,0,1,3,False,0.0,Matt Bennett,David Arnott,Matt Bennett,1.0
2hop__88406_83289,2,formality,style,0,1,0,False,0.0,Matt Bennett,Max Landis,,
2hop__88406_83289,2,formality,style,0,1,1,True,1.0,Matt Bennett,Matt Bennett,Max Landis,0.0
2hop__88406_83289,2,formality,style,0,1,2,True,1.0,Matt Bennett,Matt Bennett,Matt Bennett,1.0
2hop__88406_83289,2,formality,style,0,1,3,True,1.0,Matt Bennett,Matt Bennett,Matt Bennett,1.0
2hop__88406_83289,2,paraphrase,style,0,2,0,False,0.0,Matt Bennett,Max Landis,,
2hop__88406_83289,2,paraphrase,style,0,2,1,False,0.0,Matt Bennett,Elizabeth Gillies,Max Landis,0.0
2hop__88406_83289,2,paraphrase,style,0,2,2,True,1.0,Matt Bennett,Matt Bennett,Elizabeth Gillies,0.0
2hop__88406_83289,2,paraphrase,style,0,2,3,True,1.0,Matt Bennett,Matt Bennett,Matt Bennett,1.0
3hop1__106239_650651_7262,3,formality,style,0,1,0,False,0.0,Walter Sabo,Johnny Dare,,
3hop1__106239_650651_7262,3,formality,style,0,1,1,True,1.0,Walter Sabo,Walter Sabo,Johnny Dare,0.0
3hop1__106239_650651_7262,3,formality,style,0,1,2,False,0.0,Walter Sabo,Tom Waits,Walter Sabo,1.0
3hop1__106239_650651_7262,3,formality,style,0,1,3,False,0.0,Walter Sabo,,Tom Waits,0.0
3hop1__208108_547811_41132,3,elaborate,content,0,1,0,False,0.0,22,7,,
3hop1__208108_547811_41132,3,elaborate,content,0,1,1,True,1.0,22,22,7,0.0
3hop1__208108_547811_41132,3,elaborate,content,0,1,2,True,1.0,22,22,22,1.0
3hop1__208108_547811_41132,3,elaborate,content,0,1,3,False,0.0,22,Multiple times,22,1.0
3hop1__222497_309482_89834,3,shorten,content,1,1,0,False,0.0,16th - century,1975,,
3hop1__222497_309482_89834,3,shorten,content,1,1,1,True,1.0,16th - century,16th century,1975,0.0
3hop1__222497_309482_89834,3,shorten,content,1,1,2,False,0.0,16th - century,"The question is unclear and does not specify which merchant or city. Based on the context, the opera takes place in Italy (Teatro alla Scala, Milan), but no specific merchant is mentioned. 

However, if the question is asking about the founding of the brewery mentioned (Grans Brewery, Sandefjord),",16th century,1.0
3hop1__222497_309482_89834,3,shorten,content,1,1,3,False,0.0,16th - century,"The question is asking for the identity of the merchant after whom the city where Luigi Nono, the composer of ""Al gran sole carico d'amore,"" is associated. However, the context does not mention a specific merchant associated with Sandefjord, the city where Grans Brewery (related to the context)","The question is unclear and does not specify which merchant or city. Based on the context, the opera takes place in Italy (Teatro alla Scala, Milan), but no specific merchant is mentioned. 

However, if the question is asking about the founding of the brewery mentioned (Grans Brewery, Sandefjord),",0.0
3hop1__305566_568433_47686,3,formality,style,0,1,0,False,0.0,Toronto Coach Terminal,Rodoferroviária,,
3hop1__305566_568433_47686,3,formality,style,0,1,1,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Rodoferroviária,0.0
3hop1__305566_568433_47686,3,formality,style,0,1,2,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Toronto Coach Terminal,1.0
3hop1__305566_568433_47686,3,formality,style,0,1,3,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Toronto Coach Terminal,1.0
3hop1__315504_629431_124169,3,paraphrase,style,2,1,0,False,0.0,1952,22 February 2001,,
3hop1__315504_629431_124169,3,paraphrase,style,2,1,1,True,1.0,1952,1952,22 February 2001,0.0
3hop1__315504_629431_124169,3,paraphrase,style,2,1,2,True,1.0,1952,1952,1952,1.0
3hop1__315504_629431_124169,3,paraphrase,style,2,1,3,False,0.0,1952,1923,1952,1.0
3hop1__506062_792411_51423,3,elaborate,content,0,3,0,False,0.0,Casa Loma,"The answer is not provided in the context. The context does not specify the place of birth of the performer of ""When I Was a Boy"" (Jane Siberry), nor does it mention a castle there. 

However, if we infer from the context that ""When I Was a Boy"" is by Jane S",,
3hop1__506062_792411_51423,3,elaborate,content,0,3,1,False,0.0,Casa Loma,The question cannot be answered from the provided context.,"The answer is not provided in the context. The context does not specify the place of birth of the performer of ""When I Was a Boy"" (Jane Siberry), nor does it mention a castle there. 

However, if we infer from the context that ""When I Was a Boy"" is by Jane S",0.0
3hop1__506062_792411_51423,3,elaborate,content,0,3,2,False,0.0,Casa Loma,No information given about a performer's place of birth or connection to a castle.,The question cannot be answered from the provided context.,0.0
3hop1__506062_792411_51423,3,elaborate,content,0,3,3,True,1.0,Casa Loma,Casa Loma,No information given about a performer's place of birth or connection to a castle.,0.0
3hop1__506062_792411_51423,3,formality,style,0,1,0,False,0.0,Casa Loma,"The answer is not provided in the context. The context does not specify the place of birth of the performer of ""When I Was a Boy"" (Jane Siberry), nor does it mention a castle there. 

However, if we infer from the context that ""When I Was a Boy"" is by Jane S",,
3hop1__506062_792411_51423,3,formality,style,0,1,1,True,1.0,Casa Loma,Casa Loma,"The answer is not provided in the context. The context does not specify the place of birth of the performer of ""When I Was a Boy"" (Jane Siberry), nor does it mention a castle there. 

However, if we infer from the context that ""When I Was a Boy"" is by Jane S",0.0
3hop1__506062_792411_51423,3,formality,style,0,1,2,True,1.0,Casa Loma,Casa Loma,Casa Loma,1.0
3hop1__506062_792411_51423,3,formality,style,0,1,3,True,1.0,Casa Loma,Casa Loma,Casa Loma,1.0
3hop1__506062_792411_51423,3,paraphrase,style,2,1,0,False,0.0,Casa Loma,"The answer is not provided in the context. The context does not specify the place of birth of the performer of ""When I Was a Boy"" (Jane Siberry), nor does it mention a castle there. 

However, if we infer from the context that ""When I Was a Boy"" is by Jane S",,
3hop1__506062_792411_51423,3,paraphrase,style,2,1,1,True,1.0,Casa Loma,Casa Loma,"The answer is not provided in the context. The context does not specify the place of birth of the performer of ""When I Was a Boy"" (Jane Siberry), nor does it mention a castle there. 

However, if we infer from the context that ""When I Was a Boy"" is by Jane S",0.0
3hop1__506062_792411_51423,3,paraphrase,style,2,1,2,True,1.0,Casa Loma,Casa Loma,Casa Loma,1.0
3hop1__506062_792411_51423,3,paraphrase,style,2,1,3,True,1.0,Casa Loma,Casa Loma,Casa Loma,1.0
3hop1__540585_568433_47686,3,formality,style,0,1,0,False,0.0,Toronto Coach Terminal,Rodoferroviária,,
3hop1__540585_568433_47686,3,formality,style,0,1,1,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Rodoferroviária,0.0
3hop1__540585_568433_47686,3,formality,style,0,1,2,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Toronto Coach Terminal,1.0
3hop1__540585_568433_47686,3,formality,style,0,1,3,False,0.0,Toronto Coach Terminal,"Bristol, England",Toronto Coach Terminal,1.0
3hop1__540585_568433_47686,3,formality,style,1,2,0,False,0.0,Toronto Coach Terminal,Rodoferroviária,,
3hop1__540585_568433_47686,3,formality,style,1,2,1,False,0.0,Toronto Coach Terminal,Rodoferroviária station,Rodoferroviária,0.0
3hop1__540585_568433_47686,3,formality,style,1,2,2,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Rodoferroviária station,0.0
3hop1__540585_568433_47686,3,formality,style,1,2,3,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Toronto Coach Terminal,1.0
3hop1__540585_568433_47686,3,paraphrase,style,2,2,0,False,0.0,Toronto Coach Terminal,Rodoferroviária,,
3hop1__540585_568433_47686,3,paraphrase,style,2,2,1,False,0.0,Toronto Coach Terminal,Rodoferroviária,Rodoferroviária,0.0
3hop1__540585_568433_47686,3,paraphrase,style,2,2,2,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Rodoferroviária,0.0
3hop1__540585_568433_47686,3,paraphrase,style,2,2,3,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Toronto Coach Terminal,1.0
3hop1__540585_568433_47686,3,shorten,content,0,1,0,False,0.0,Toronto Coach Terminal,Rodoferroviária,,
3hop1__540585_568433_47686,3,shorten,content,0,1,1,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Rodoferroviária,0.0
3hop1__540585_568433_47686,3,shorten,content,0,1,2,False,0.0,Toronto Coach Terminal,610 Bay Street,Toronto Coach Terminal,1.0
3hop1__540585_568433_47686,3,shorten,content,0,1,3,False,0.0,Toronto Coach Terminal,Philadelphia,610 Bay Street,0.0
3hop1__572324_568433_47686,3,elaborate,content,1,1,0,False,0.0,Toronto Coach Terminal,Rodoferroviária,,
3hop1__572324_568433_47686,3,elaborate,content,1,1,1,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Rodoferroviária,0.0
3hop1__572324_568433_47686,3,elaborate,content,1,1,2,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Toronto Coach Terminal,1.0
3hop1__572324_568433_47686,3,elaborate,content,1,1,3,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Toronto Coach Terminal,1.0
3hop1__572324_568433_47686,3,paraphrase,style,1,1,0,False,0.0,Toronto Coach Terminal,Rodoferroviária,,
3hop1__572324_568433_47686,3,paraphrase,style,1,1,1,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Rodoferroviária,0.0
3hop1__572324_568433_47686,3,paraphrase,style,1,1,2,False,0.0,Toronto Coach Terminal,Thiruvananthapuram Central Bus Station,Toronto Coach Terminal,1.0
3hop1__572324_568433_47686,3,paraphrase,style,1,1,3,False,0.0,Toronto Coach Terminal,Thiruvananthapuram Central Bus Station,Thiruvananthapuram Central Bus Station,0.0
3hop1__572324_568433_47686,3,shorten,content,0,1,0,False,0.0,Toronto Coach Terminal,Rodoferroviária,,
3hop1__572324_568433_47686,3,shorten,content,0,1,1,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Rodoferroviária,0.0
3hop1__572324_568433_47686,3,shorten,content,0,1,2,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Toronto Coach Terminal,1.0
3hop1__572324_568433_47686,3,shorten,content,0,1,3,False,0.0,Toronto Coach Terminal,610 Bay Street,Toronto Coach Terminal,1.0
3hop1__572324_568433_47686,3,shorten,content,1,1,0,False,0.0,Toronto Coach Terminal,Rodoferroviária,,
3hop1__572324_568433_47686,3,shorten,content,1,1,1,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Rodoferroviária,0.0
3hop1__572324_568433_47686,3,shorten,content,1,1,2,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Toronto Coach Terminal,1.0
3hop1__572324_568433_47686,3,shorten,content,1,1,3,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Toronto Coach Terminal,1.0
3hop1__572324_568433_47686,3,shorten,content,2,1,0,False,0.0,Toronto Coach Terminal,Rodoferroviária,,
3hop1__572324_568433_47686,3,shorten,content,2,1,1,True,1.0,Toronto Coach Terminal,Toronto Coach Terminal,Rodoferroviária,0.0
3hop1__572324_568433_47686,3,shorten,content,2,1,2,False,0.0,Toronto Coach Terminal,Thiruvananthapuram Central Bus Station,Toronto Coach Terminal,1.0
3hop1__572324_568433_47686,3,shorten,content,2,1,3,False,0.0,Toronto Coach Terminal,Thiruvananthapuram Central Bus Station,Thiruvananthapuram Central Bus Station,0.0
3hop1__579562_629431_124169,3,paraphrase,style,0,1,0,False,0.0,1952,1963,,
3hop1__579562_629431_124169,3,paraphrase,style,0,1,1,True,1.0,1952,1952,1963,0.0
3hop1__579562_629431_124169,3,paraphrase,style,0,1,2,True,1.0,1952,1952,1952,1.0
3hop1__579562_629431_124169,3,paraphrase,style,0,1,3,True,1.0,1952,1952,1952,1.0
3hop1__579562_629431_124169,3,shorten,content,1,1,0,False,0.0,1952,1963,,
3hop1__579562_629431_124169,3,shorten,content,1,1,1,True,1.0,1952,1952,1963,0.0
3hop1__579562_629431_124169,3,shorten,content,1,1,2,True,1.0,1952,1952,1952,1.0
3hop1__579562_629431_124169,3,shorten,content,1,1,3,True,1.0,1952,1952,1952,1.0
3hop1__593288_720914_41132,3,elaborate,content,0,1,0,False,0.0,22,3,,
3hop1__593288_720914_41132,3,elaborate,content,0,1,1,True,1.0,22,22,3,0.0
3hop1__593288_720914_41132,3,elaborate,content,0,1,2,False,0.4,22,At least 22 times,22,1.0
3hop1__593288_720914_41132,3,elaborate,content,0,1,3,False,0.4,22,At least 22 outbreaks,At least 22 times,0.4
3hop1__639955_834494_33939,3,elaborate,content,2,1,0,False,0.0,"7,531",Unknown,,
3hop1__639955_834494_33939,3,elaborate,content,2,1,1,True,1.0,"7,531","7,531",Unknown,0.0
3hop1__639955_834494_33939,3,elaborate,content,2,1,2,True,1.0,"7,531","7,531","7,531",1.0
3hop1__639955_834494_33939,3,elaborate,content,2,1,3,False,0.0,"7,531",Unknown,"7,531",1.0
3hop1__639955_834494_33939,3,formality,style,0,1,0,False,0.0,"7,531",Unknown,,
3hop1__639955_834494_33939,3,formality,style,0,1,1,True,1.0,"7,531","7,531",Unknown,0.0
3hop1__639955_834494_33939,3,formality,style,0,1,2,True,1.0,"7,531","7,531","7,531",1.0
3hop1__639955_834494_33939,3,formality,style,0,1,3,True,1.0,"7,531","7,531","7,531",1.0
3hop1__639955_834494_33939,3,formality,style,1,1,0,False,0.0,"7,531",Unknown,,
3hop1__639955_834494_33939,3,formality,style,1,1,1,True,1.0,"7,531","7,531",Unknown,0.0
3hop1__639955_834494_33939,3,formality,style,1,1,2,True,1.0,"7,531","7,531","7,531",1.0
3hop1__639955_834494_33939,3,formality,style,1,1,3,True,1.0,"7,531","7,531","7,531",1.0
3hop1__715607_792411_51423,3,elaborate,content,0,1,0,False,0.0,Casa Loma,Schloss Tegernsee,,
3hop1__715607_792411_51423,3,elaborate,content,0,1,1,True,1.0,Casa Loma,Casa Loma,Schloss Tegernsee,0.0
3hop1__715607_792411_51423,3,elaborate,content,0,1,2,True,1.0,Casa Loma,Casa Loma,Casa Loma,1.0
3hop1__715607_792411_51423,3,elaborate,content,0,1,3,True,1.0,Casa Loma,Casa Loma,Casa Loma,1.0
3hop1__715607_792411_51423,3,elaborate,content,2,1,0,False,0.0,Casa Loma,Schloss Tegernsee,,
3hop1__715607_792411_51423,3,elaborate,content,2,1,1,True,1.0,Casa Loma,Casa Loma,Schloss Tegernsee,0.0
3hop1__715607_792411_51423,3,elaborate,content,2,1,2,True,1.0,Casa Loma,Casa Loma,Casa Loma,1.0
3hop1__715607_792411_51423,3,elaborate,content,2,1,3,True,1.0,Casa Loma,Casa Loma,Casa Loma,1.0
3hop1__715607_792411_51423,3,formality,style,0,1,0,False,0.0,Casa Loma,Schloss Tegernsee,,
3hop1__715607_792411_51423,3,formality,style,0,1,1,True,1.0,Casa Loma,Casa Loma,Schloss Tegernsee,0.0
3hop1__715607_792411_51423,3,formality,style,0,1,2,True,1.0,Casa Loma,Casa Loma,Casa Loma,1.0
3hop1__715607_792411_51423,3,formality,style,0,1,3,True,1.0,Casa Loma,Casa Loma,Casa Loma,1.0
3hop1__715607_792411_51423,3,formality,style,1,1,0,False,0.0,Casa Loma,Schloss Tegernsee,,
3hop1__715607_792411_51423,3,formality,style,1,1,1,True,1.0,Casa Loma,Casa Loma,Schloss Tegernsee,0.0
3hop1__715607_792411_51423,3,formality,style,1,1,2,True,1.0,Casa Loma,Casa Loma,Casa Loma,1.0
3hop1__715607_792411_51423,3,formality,style,1,1,3,True,1.0,Casa Loma,Casa Loma,Casa Loma,1.0
3hop1__715607_792411_51423,3,paraphrase,style,0,1,0,False,0.0,Casa Loma,Schloss Tegernsee,,
